wkt_geom,ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,_band___va,_band___pa
Point (436949 557106),MH,,,NZ36579114,CH,C,53270,,
Point (436947.14600000000791624 557113.84900000004563481),Null,,,NZ36579117,J,C,53220,,
Point (436944.00500000000465661 557111.07900000002700835),Null,,,NZ36579118,J,C,53340,,
Point (437025 557118),MH,,,NZ37570116,CH,C,51260,,
Point (436916 557116),MH,,1350,NZ36579113,CH,C,53690,,
Point (437697.5 557301.5),MH,,,NZ37576309,CH,C,40540,,
Point (437795.5 557298),MH,,,NZ37577204,CH,C,39570,,
Point (437697.11700000002747402 557321.91399999998975545),MH,,,NZ37576307,CH,C,40640,,
Point (437697.25 557315),MH,,,NZ37576308,CH,C,40670,,
Point (437020 557055),MH,,,NZ37570006,CH,C,51940,,
Point (437797.43099999998230487 557326.58900000003632158),MH,,,NZ37577302,CH,C,39900,,
Point (436939 557058),MH,,,NZ36579007,CH,C,54970,,
Point (436932.31699999998090789 557056.13500000000931323),Null,,,NZ36579018,J,C,55190,,
Point (436991.5 557070.5),MH,,,NZ36579004,CH,C,52520,,
Point (436917 557068),MH,,1390,NZ36579008,CH,C,55200,,
Point (436964 557079),MH,,1320,NZ36579012,CH,C,53190,,
Point (436921.0779999999795109 557075.19299999997019768),Null,,,NZ36579019,J,C,54370,,
Point (436989.12599999998928979 557083.45900000003166497),Null,,,NZ36579020,J,C,52540,,
Point (436979 557082),MH,,1430,NZ36579011,CH,C,52780,,
Point (436988.70699999999487773 557085.74699999997392297),Null,,,NZ36579021,J,C,52500,,
Point (436915 557085.5),MH,,,NZ36579002,CH,C,54170,,
Point (437779 557190),MH,,,NZ37577103,CH,C,38920,,
Point (437675 557189),Null,,,NZ37576114,ZZZ,C,39330,,
Point (437706 557196),MH,,,NZ37577101,CH,C,39050,,
Point (437684 557192),MH,,,NZ37576104,CH,C,39230,,
Point (437750 557207.5),MH,,,NZ37577206,CH,C,39040,,
Point (437684 557198),Null,,,NZ37576103,LH,C,39170,,
Point (437767.5 557220.25),MH,,,NZ37577209,CH,C,39410,,
Point (437725.5 557209),MH,,,NZ37577203,CH,C,39050,,
Point (437677 557295),MH,,,NZ37576202,CH,C,39880,,
Point (437790.5 557250),MH,,,NZ37577208,CH,C,39400,,
Point (437718.25 557296),MH,,,NZ37577202,CH,C,39990,,
Point (437697.768999999971129 557295.73400000005494803),Null,,,NZ37576204,J,C,40170,,
Point (437670.5 557297),MH,,,NZ37576203,CH,C,39800,,
Point (437701 557296),MH,,,NZ37577201,CH,C,40130,,
Point (437748.5 557297),MH,,,NZ37577205,CH,C,39660,,
Point (437760 557297),MH,,,NZ37577207,CH,C,39470,,
Point (437631 557124),MH,,,NZ37576113,CH,C,40450,,
Point (437628 557149),MH,,,NZ37576108,CH,C,40130,,
Point (437640.33799999998882413 557286.94900000002235174),Null,,,NZ37576205,ZZZ,C,39340,,
Point (437636.5 557097.5),MH,,,NZ37576008,CH,C,40760,,
Point (437694.5 557094),MH,,,NZ37576005,CH,C,40370,,
Point (437642.22200000000884756 557177.67000000004190952),MH,,,NZ37576115,CH,C,39640,,
Point (437787 557103.5),MH,,,NZ37577104,CH,C,39690,,
Point (437693.5 557100.25),MH,,,NZ37576112,CH,C,40250,,
Point (437690 557124),MH,,,NZ37576111,CH,C,40010,,
Point (437736 557113.5),MH,,,NZ37577105,CH,C,39840,,
Point (437681.25 557164.5),MH,,,NZ37576105,CH,C,39610,,
Point (437684 557149.5),MH,,,NZ37576109,CH,C,39790,,
Point (437678.5 557179),MH,,,NZ37576110,CH,C,39470,,
Point (437687 557166),MH,,,NZ37576106,CH,C,39510,,
Point (437654.5 557181),MH,,,NZ37576102,CH,C,39520,,
Point (437786 557180),MH,,,NZ37577102,CH,C,39000,,
Point (437525 557182),MH,,1300,NZ37575112,CH,C,40520,,
Point (437524 557190),MH,,920,NZ37575113,CH,C,40500,,
Point (437525 557170),MH,,960,NZ37575110,CH,C,40590,,
Point (437525 557175),MH,,1070,NZ37575111,CH,C,40560,,
Point (437529 557164),MH,,,NZ37575109,CH,C,40670,,
Point (437528 557153),MH,,710,NZ37575107,CH,C,40750,,
Point (437568 557095),MH,,,NZ37575009,CH,C,41120,,
Point (437562 557248.5),MH,,1810,NZ37575201,CH,C,39730,,
Point (437575 557095),MH,,910,NZ37575008,CH,S,41070,,
Point (437569 557164),MH,,,NZ37575103,CH,C,40350,,
Point (437586.5 557110),MH,,,NZ37575105,CH,C,40810,,
Point (437584.97100000001955777 557135.09100000001490116),Null,,,NZ37575104,LH,C,40490,,
Point (437610.5 557255),Null,,2970,NZ37576201,LH,C,39250,,
Point (437604 557322.25),MH,38927,3850,NZ37576306,CH,C,39070,,
Point (437625 557173),MH,,,NZ37576101,CH,C,39790,,
Point (437617 557178.5),MH,,,NZ37576107,CH,C,39830,,
Point (437105 557201),MH,,,NZ37571207,CH,C,48870,,
Point (437102 557231),MH,,1420,NZ37571206,CH,C,48150,,
Point (437105.36400000000139698 557166.61100000003352761),MH,,1450,NZ37571107,CH,C,49890,,
Point (437105.34200000000419095 557191.61300000001210719),Null,,,NZ37571117,J,C,49140,,
Point (437106 557099),MH,,1290,NZ37571003,CH,C,50720,,
Point (437105.58799999998882413 557184.625),MH,,1400,NZ37571106,CH,C,49440,,
Point (437505.89000000001396984 557321.04500000004190952),MH,39180,2350,NZ37575307,CH,C,39490,,
Point (437505 557126),MH,,1000,NZ37575106,CH,C,41100,,
Point (437507 557137),MH,,,NZ37575101,CH,C,41030,,
Point (437506 557144),MH,,480,NZ37575117,CH,S,40990,,
Point (437514 557239),MH,,,NZ37575203,CH,C,40260,,
Point (437513 557115.5),MH,,,NZ37575102,CH,C,41140,,
Point (437520 557215),MH,,1120,NZ37575205,CH,C,40320,,
Point (437514.65200000000186265 557157.67299999995157123),MH,,810,NZ37575116,CH,C,40840,,
Point (437523 557198),MH,,1050,NZ37575114,CH,C,40460,,
Point (437520 557210),MH,,1000,NZ37575204,CH,C,40350,,
Point (437054 557110),MH,,1120,NZ37570113,CH,C,50670,,
Point (437053.5 557124.5),MH,,,NZ37570103,CH,C,50560,,
Point (437057 557168),MH,,1420,NZ37570106,CH,C,50640,,
Point (437055 557096),MH,,1090,NZ37570004,CH,C,50650,,
Point (437060 557186),MH,,1820,NZ37570105,CH,C,50010,,
Point (437060 557109),MH,,1390,NZ37570112,CH,C,50460,,
Point (437062.64799999998649582 557194.78000000002793968),Null,,,NZ37570126,J,C,49840,,
Point (437062 557204),MH,,,NZ37570206,CH,S,49510,,
Point (437068.1379999999771826 557194.38399999996181577),Null,,,NZ37570125,J,C,49810,,
Point (437064.43800000002374873 557121.34400000004097819),Null,,,NZ37570122,J,C,50530,,
Point (437084 557102),MH,,1110,NZ37570111,CH,C,50660,,
Point (437075 557242),MH,,,NZ37570205,CH,C,48360,,
Point (437093.82299999997485429 557112.86699999996926636),Null,,,NZ37570121,J,C,50710,,
Point (437090 557103),MH,,1360,NZ37570110,CH,C,50610,,
Point (437099 557098),MH,,,NZ37570003,CH,C,50600,,
Point (437098 557192),MH,,,NZ37570101,CH,C,49490,,
Point (437457 557226.5),MH,,,NZ37574205,CH,C,40840,,
Point (437417.5 557219.5),MH,,,NZ37574203,CH,C,41630,,
Point (437457.74699999997392297 557314.18700000003445894),MH,39766,2220,NZ37574310,CH,C,40140,,
Point (437466.68800000002374873 557233.95900000003166497),Null,,,NZ37574201,LH,C,40710,,
Point (437431.82400000002235174 557321.20600000000558794),Null,,,NZ37574307,J,C,40180,,
Point (437409.5 557317.5),MH,,,NZ37574301,CH,C,40500,,
Point (437027 557105),MH,,1240,NZ37570117,CH,C,51350,,
Point (437458.75 557321.75),MH,39760,2200,NZ37574304,CH,C,39950,,
Point (437033 557187),MH,,,NZ37570104,CH,S,50220,,
Point (437031 557117),MH,,1420,NZ37570115,CH,C,51140,,
Point (437035.85300000000279397 557196.71400000003632158),Null,,,NZ37570124,J,C,49850,,
Point (437034.38699999998789281 557128.85300000000279397),Null,,,NZ37570123,J,C,51040,,
Point (437039 557137),MH,,,NZ37570107,CH,C,50830,,
Point (437037.16600000002654269 557128.22400000004563481),Null,,,NZ37570119,J,C,50920,,
Point (437042 557114),MH,,,NZ37570114,CH,C,50940,,
Point (437041 557150),MH,,870,NZ37570108,CH,C,50560,,
Point (437490 557120),MH,,1020,NZ37574112,CH,C,41280,,
Point (437475 557117),MH,,910,NZ37574111,CH,S,41640,,
Point (437471 557138),MH,,,NZ37574105,CH,C,41460,,
Point (437421 557122.5),MH,,,NZ37574102,CH,C,42990,,
Point (437490 557151),MH,,700,NZ37574114,CH,C,41060,,
Point (437484 557150),MH,,630,NZ37574113,CH,C,41150,,
Point (437505 557155),MH,,910,NZ37575115,CH,C,40890,,
Point (437498 557153),MH,,880,NZ37574115,CH,C,41010,,
Point (437471 557210),MH,,670,NZ37574210,CH,C,40810,,
Point (437436 557190.5),MH,,,NZ37574103,CH,C,41510,,
Point (437488 557213),MH,,770,NZ37574207,CH,C,40670,,
Point (437475 557211),MH,,,NZ37574209,CH,C,40760,,
Point (437494 557214),MH,,690,NZ37574206,CH,C,40630,,
Point (437483 557213),MH,,640,NZ37574208,CH,C,40720,,
Point (437405 557217.5),MH,,,NZ37574202,CH,C,41890,,
Point (437505 557215),MH,,800,NZ37575206,CH,C,40450,,
Point (437226 557142),MH,,1340,NZ37572106,CH,C,45700,,
Point (437224 557227),MH,,,NZ37572208,CH,C,45210,,
Point (437232.24099999997997656 557243.32700000004842877),Null,,,NZ37572210,J,C,44920,,
Point (437227 557161),MH,,1980,NZ37572107,CH,C,45480,,
Point (437233.5 557192.5),MH,,,NZ37572101,CH,C,45020,,
Point (437232.58399999997345731 557229.481000000028871),Null,,,NZ37572211,J,C,44950,,
Point (437441.48900000000139698 557096.28000000002793968),MH,,,NZ37574016,CH,C,42700,,
Point (437234.62400000001071021 557169.33400000003166497),Null,,,NZ37572122,J,C,45270,,
Point (437453.52000000001862645 557102.23199999995995313),MH,,1330,NZ37574110,CH,C,42470,,
Point (437454.70699999999487773 557099.83200000005308539),Null,,,NZ37574015,J,C,42440,,
Point (437431 557105),MH,,930,NZ37574107,CH,S,42970,,
Point (437412 557103),MH,,,NZ37574106,CH,C,43510,,
Point (437451 557110),MH,,980,NZ37574109,CH,C,42370,,
Point (437437 557107),MH,,910,NZ37574108,CH,C,42840,,
Point (437416 557114.5),MH,,,NZ37574104,CH,C,43280,,
Point (437493.64000000001396984 557110.29599999997299165),Null,,,NZ37574116,J,C,41350,,
Point (437155 557189),MH,,,NZ37571101,CH,C,47660,,
Point (437147 557160),MH,,,NZ37571102,CH,C,48670,,
Point (437155.43099999998230487 557229.375),Null,,,NZ37571215,J,C,46590,,
Point (437155 557161),MH,,,NZ37571112,CH,C,48350,,
Point (437162 557229),MH,,,NZ37571208,CH,C,46470,,
Point (437155.45699999999487773 557231.80799999996088445),Null,,,NZ37571214,J,C,46530,,
Point (437177.72499999997671694 557230.23800000001210719),Null,,,NZ37571213,ZZZ,C,46050,,
Point (437169 557158),MH,,1350,NZ37571113,CH,C,48040,,
Point (437185 557180),MH,,,NZ37571111,CH,C,46710,,
Point (437183.74099999997997656 557098.375),MH,,1750,NZ37571022,CH,C,47880,,
Point (437197.5 557190.5),MH,,,NZ37571103,CH,C,46100,,
Point (437187.5400000000372529 557113.31700000003911555),MH,,,NZ37571110,CH,C,47480,,
Point (437204 557170),MH,,,NZ37572109,CH,C,46240,,
Point (437203 557183),MH,,1590,NZ37572108,CH,C,46060,,
Point (437224 557240),MH,,,NZ37572205,CH,C,45080,,
Point (437212 557104),MH,,1330,NZ37572105,CH,C,46370,,
Point (437313 557144.5),MH,,,NZ37573101,CH,C,45060,,
Point (437307.30999999999767169 557178.93700000003445894),Null,,,NZ37573107,J,C,44310,,
Point (437321.5 557205),MH,,,NZ37573202,CH,C,43590,,
Point (437317.5 557118.5),MH,,,NZ37573103,CH,C,45780,,
Point (437339 557148.25),MH,,,NZ37573102,CH,C,44280,,
Point (437330 557205.75),MH,,,NZ37573203,CH,C,43420,,
Point (437372 557110),MH,,,NZ37573104,CH,C,44370,,
Point (437355 557209.5),MH,,,NZ37573204,CH,C,43010,,
Point (437107.48499999998603016 557108.92599999997764826),Null,,,NZ37571118,J,C,50700,,
Point (437107.13199999998323619 557191.518999999971129),Null,,,NZ37571116,J,C,49140,,
Point (437111 557119),MH,,,NZ37571108,CH,C,50740,,
Point (437109.46700000000419095 557108.35400000005029142),Null,,,NZ37571114,J,C,50700,,
Point (437123.72899999999208376 557190.64500000001862645),Null,,,NZ37571115,J,C,48660,,
Point (437123 557196),MH,,,NZ37571105,CH,C,48520,,
Point (437147 557230),MH,,2230,NZ37571205,CH,C,46760,,
Point (437131.5 557102),MH,,,NZ37571104,CH,C,50250,,
Point (437283 557185),MH,,,NZ37572113,CH,S,44490,,
Point (437268 557205),MH,,,NZ37572204,CH,C,44070,,
Point (437288 557140.5),MH,,,NZ37572103,CH,C,45700,,
Point (437285.64699999999720603 557174.20100000000093132),Null,,,NZ37572124,J,C,44740,,
Point (437296 557150),MH,,1820,NZ37572116,CH,C,45150,,
Point (437294 557163),MH,,980,NZ37572117,CH,C,44950,,
Point (437298 557137),MH,,1550,NZ37572119,CH,C,45620,,
Point (437297.48800000001210719 557142.01800000004004687),Null,,,NZ37572125,J,C,45460,,
Point (437298 557177),MH,,1160,NZ37572114,CH,C,44480,,
Point (437298 557179),MH,,850,NZ37572115,CH,C,44480,,
Point (437298.78000000002793968 557126.08299999998416752),Null,,,NZ37572127,J,C,45940,,
Point (437298.27799999999115244 557142.143999999971129),Null,,,NZ37572126,J,C,45460,,
Point (437301 557125),MH,,,NZ37573106,CH,C,45820,,
Point (437299 557123),MH,,1170,NZ37572120,CH,C,46000,,
Point (437303.5 557202),MH,,,NZ37573201,CH,C,44040,,
Point (437302 557163),MH,,1050,NZ37573105,CH,C,44660,,
Point (437924.15100000001257285 557231.43599999998696148),MH,,1540,NZ37579203,CH,S,37130,,
Point (437923.22299999999813735 557270.67700000002514571),MH,,1630,NZ37579201,CH,S,38040,,
Point (437931.5 557166),MH,,,NZ3757WC09,CH,W,36510,,
Point (437924.16499999997904524 557225.49499999999534339),MH,,1830,NZ37579204,CH,F,37020,,
Point (437935.5 557143.5),MH,,,NZ37579103,CH,C,36500,,
Point (437932.5 557112),MH,,,NZ37579113,CH,C,37600,,
Point (437936.5 557107),MH,,,NZ37579107,CH,C,37820,,
Point (437936.5 557173.5),MH,,1700,NZ37579112,CH,C,36520,,
Point (437234.96100000001024455 557162.38800000003539026),Null,,,NZ37572121,J,C,45320,,
Point (437937.68200000002980232 557168.90500000002793968),Null,,,NZ3757WC02,J,W,36520,,
Point (437244 557167),MH,,1670,NZ37572112,CH,C,44970,,
Point (437236 557141),MH,,,NZ37572102,CH,C,45400,,
Point (437249.5 557101.5),MH,,,NZ37572104,CH,C,45870,,
Point (437244.33000000001629815 557145.5),MH,,790,NZ37572110,CH,S,45190,,
Point (437268 557145),MH,,830,NZ37572118,CH,C,45130,,
Point (437266.16300000000046566 557169.787999999942258),Null,,,NZ37572123,ZZZ,C,44260,,
Point (437832.5 557251),MH,,,NZ37578203,CH,C,38830,,
Point (437827.5 557212.5),MH,,,NZ37578205,CH,C,39000,,
Point (437835.5 557157.5),FC,,,NZ37578102,CH,C,39040,,
Point (437834 557244),Null,,,NZ37578206,ZZZ,C,38600,,
Point (437846.26600000000325963 557328.54099999996833503),MH,99520,1020,NZ37578305,CH,C,39190,,
Point (437835.5 557116.5),MH,,,NZ37578106,CH,C,39220,,
Point (437858.5 557270.5),HC,,4890,NZ37578201,CH,C,38880,,
Point (437847.53800000000046566 557319.76100000005681068),MH,,,NZ37578304,CH,C,39170,,
Point (437860.5 557123),MH,,,NZ37578104,CH,C,39010,,
Point (437859.5 557303.5),MH,,,NZ37578302,CH,C,39040,,
Point (437897 557304.5),MH,,,NZ37578301,CH,C,38660,,
Point (437892.5 557131.5),MH,,,NZ37578103,CH,C,38510,,
Point (437911.64100000000325963 557264.60699999995995313),MH,,1800,NZ37579202,CH,S,37950,,
Point (437901 557112),MH,,,NZ37579106,CH,C,38630,,
Point (437918 557137.5),MH,,,NZ37579104,CH,C,37110,,
Point (437912.75 557136.5),MH,,,NZ37579105,CH,C,37380,,
Point (436844.54999999998835847 557206.41099999996367842),MH,,450,NZ3657P001,CH,C,52280,,
Point (436840.13699999998789281 557222.41200000001117587),Null,,,NZ36578222,J,C,51720,,
Point (436849.97399999998742715 557204.9529999999795109),MH,,,NZ36578224,CH,C,52360,,
Point (436847.00300000002607703 557205.75199999997857958),Null,,,NZ3657AT01,ATC,C,52240,,
Point (436850.5 557181),MH,,2850,NZ36578101,CH,C,52630,,
Point (436850 557223),MH,,,NZ36578211,CH,C,51780,,
Point (436857 557225),MH,,1460,NZ36578212,CH,C,51740,,
Point (436852.08699999999953434 557224.24600000004284084),Null,,,NZ36578221,J,C,51780,,
Point (436861 557186),MH,,2070,NZ36578104,CH,C,52310,,
Point (436859 557213),MH,,1300,NZ36578213,CH,C,52000,,
Point (437806.5 557196),MH,,,NZ37578101,CH,C,38790,,
Point (437806 557151),MH,,,NZ37578109,CH,C,39250,,
Point (437812.5 557235.5),MH,,,NZ37578202,CH,C,39180,,
Point (437812.5 557132.5),MH,,,NZ37578108,CH,C,39360,,
Point (437820.5 557134.5),MH,,,NZ37578107,CH,C,39280,,
Point (437817 557271),MH,,,NZ37578204,CH,C,39250,,
Point (437085 557089),MH,,1130,NZ37570017,CH,C,50510,,
Point (437082 557036),MH,,,NZ37570009,CH,C,51010,,
Point (437086 557078),MH,,910,NZ37570012,CH,C,50520,,
Point (437085 557070),MH,,,NZ37570011,CH,C,50530,,
Point (437091 556922),MH,,,NZ37560917,CH,C,50420,,
Point (437090 556977),MH,,860,NZ37560915,CH,C,48950,,
Point (437097 556934),MH,,720,NZ37560914,CH,C,49980,,
Point (437093 556910),MH,,1940,NZ37560921,CH,C,50700,,
Point (437102 557088),MH,,,NZ37571004,CH,C,50680,,
Point (437102 557010),MH,,,NZ37571008,CH,C,49120,,
Point (437103 556975),MH,,970,NZ37561906,CH,C,48610,,
Point (437102.11599999997997656 557002.35400000005029142),Null,,,NZ37571018,J,C,48680,,
Point (438345 556914),MH,,,NZ38563905,CH,C,38350,,
Point (438343 557116),MH,,,NZ38573104,CH,C,39910,,
Point (438365.24599999998463318 556955.19200000003911555),MH,,,NZ38563907,CH,C,37810,,
Point (438349.87400000001071021 557012.95600000000558794),MH,,,NZ38573003,CH,C,38270,,
Point (437047 556992),MH,,,NZ37560920,CH,C,51920,,
Point (437036 557040),MH,,1770,NZ37570013,CH,C,51730,,
Point (437050 556977),MH,,,NZ37560918,CH,C,51580,,
Point (437047 557018),MH,,1360,NZ37570016,CH,C,51870,,
Point (437060 556998),MH,,,NZ37560919,CH,C,50790,,
Point (437059 556907.5),MH,,,NZ3756WC08,CH,W,52240,,
Point (437063 556977),MH,,2010,NZ37560916,CH,C,50790,,
Point (437062 557011),MH,,,NZ37570015,CH,C,50790,,
Point (437072.5 556970),MH,,,NZ37560903,CH,C,49990,,
Point (437067 557034),MH,,1590,NZ37570014,CH,C,51010,,
Point (437074 557004),MH,,,NZ37570002,CH,C,49990,,
Point (437072.81900000001769513 556977.25800000003073364),Null,,,NZ37560927,J,C,49990,,
Point (437075.76699999999254942 557034.9340000000083819),Null,,,NZ37570020,J,C,50830,,
Point (437075.59799999999813735 557031.96900000004097819),Null,,,NZ37570021,J,C,50830,,
Point (437079 557064),MH,,2310,NZ37570010,CH,C,50480,,
Point (437077 557056.5),MH,,,NZ37570001,CH,C,50640,,
Point (437821.5 557037),MH,,,NZ37578004,CH,C,40050,,
Point (437820.5 557032.5),MH,,,NZ37578005,CH,C,40190,,
Point (437832 557015.75),MH,,,NZ37578001,CH,C,40470,,
Point (437827.5 557030),MH,,,NZ37578003,CH,S,40120,,
Point (437846 557010.25),MH,,,NZ37578002,CH,C,40580,,
Point (437844.5 556930.5),MH,,,NZ37568904,CH,C,42880,,
Point (437866.5 556968),MH,,,NZ37568905,CH,C,41770,,
Point (437850 557054.75),MH,,,NZ37578007,CH,C,39370,,
Point (437892 557080.5),MH,,,NZ37578008,CH,C,39250,,
Point (437867.4940000000060536 557021.49899999995250255),Null,,,NZ37578009,CE,C,40200,,
Point (437900.99300000001676381 557062.49899999995250255),Null,,,NZ37579001,CE,C,39570,,
Point (437900 556954.5),MH,,,NZ37569901,CH,C,42110,,
Point (437030 556996),MH,,,NZ37560910,CH,C,52830,,
Point (437903 556953.5),MH,,,NZ37569902,CH,S,42110,,
Point (437036 556964),MH,,260,NZ37560912,CH,C,52590,,
Point (437030 556931),MH,,,NZ37560913,CH,C,52950,,
Point (437697 557002),MH,,,NZ37576013,CH,C,42010,,
Point (437697 557081),MH,,,NZ37576006,CH,C,40450,,
Point (437701 557058.75),MH,,,NZ37577008,CH,C,40730,,
Point (437698 557075),MH,,,NZ37576012,CH,C,40510,,
Point (437704.5 557049),MH,,,NZ37577003,CH,C,40960,,
Point (437702.99699999997392297 556989.4409999999916181),MH,,,NZ37567903,CH,C,42390,,
Point (437715.5 557030),MH,,,NZ37577004,CH,C,41280,,
Point (437712.5 556969.5),MH,,3520,NZ37567901,CH,C,42890,,
Point (437741.5 556912.25),MH,,,NZ37567902,CH,C,44280,,
Point (437722 557015.5),MH,,,NZ37577005,CH,C,41650,,
Point (437782.5 557006),MH,,,NZ37577002,CH,C,41350,,
Point (437759 557038.5),MH,,,NZ37577006,CH,C,40900,,
Point (437808 556947.25),MH,,,NZ37568901,CH,C,42640,,
Point (437791 557023),MH,,,NZ37577007,CH,C,40850,,
Point (437811.1780000000144355 557059.45499999995809048),Null,,,NZ37578010,J,C,39670,,
Point (437809.5 557058.5),MH,,,NZ37578006,CH,C,39710,,
Point (438522.21700000000419095 557016.39199999999254942),MH,,4160,NZ38575012,CH,C,39300,,
Point (438518.5 557107),MH,,2850,NZ38575101,CH,C,41250,,
Point (438525 557084),MH,,,NZ38575007,CH,C,41220,,
Point (438523.5 557026.5),MH,,4300,NZ38575004,CH,C,39270,,
Point (438528.29999999998835847 556942.11699999996926636),MH,,,NZ38565906,CH,S,39890,,
Point (438527.40299999999115244 556937.76800000004004687),MH,,,NZ38565904,CH,F,39930,,
Point (438541.25 557107.5),MH,,,NZ38575102,CH,C,41160,,
Point (438533.89299999998183921 557091.856000000028871),MH,,,NZ38575030,CH,C,41210,,
Point (438545.25 557098),MH,,,NZ38575001,CH,C,41090,,
Point (438545.25 557040),MH,,,NZ38575011,CH,C,40470,,
Point (438551.1309999999939464 556953.75699999998323619),MH,,1650,NZ38565905,CH,F,40530,,
Point (438550.25 557050.5),MH,,,NZ38575010,CH,C,40900,,
Point (438552.5129999999771826 556971.47699999995529652),MH,,3720,NZ38565908,CH,C,40440,,
Point (438551.74300000001676381 556958.45400000002700835),MH,,1330,NZ38565907,CH,C,40530,,
Point (437694.09299999999348074 556984.02000000001862645),MH,,,NZ37566908,CH,C,42500,,
Point (437693.7029999999795109 556969.87899999995715916),MH,,,NZ37566907,CH,C,42880,,
Point (438469 556919),MH,,,NZ38564905,CH,C,38480,,
Point (438466.87300000002142042 557029.356000000028871),MH,,2190,NZ38574003,CH,C,38230,,
