wkt_geom,UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID
"MultiLineString ((437446 558517, 437500 558509.95700000005308539, 437531.5 558505.5))",,,NZ3758P019,NZ3758P017,GRV,525,,Z,,,,Z,C,,STE-S006713
"MultiLineString ((437456.43900000001303852 558309.81900000001769513, 437500 558313.73300000000745058, 437515.58899999997811392 558316.20900000003166497))",,,NZ37585303,NZ37584307,GRV,225,,VC,1945,225,4.2,Z,F,,STE-S007075
"MultiLineString ((437447.5 558404.5, 437474.5 558376))",1660,2020,NZ37584302,NZ37584403,GRV,600,,CO,1945,600,2,Z,S,,STE-S007919
"MultiLineString ((437474.5 558376, 437488.5 558349.5))",1600,1660,NZ37584301,NZ37584302,GRV,600,,CO,1945,600,1.7,Z,S,,STE-S025433
"MultiLineString ((437486.5 558388.5, 437474.5 558376))",1660,1440,NZ37584302,NZ37584303,GRV,150,,VC,1945,150,1.4,Z,S,,STE-S025434
"MultiLineString ((437486.52700000000186265 558372.70700000005308539, 437500 558394.69999999995343387, 437517.87599999998928979 558432.4409999999916181))",,,NZ37585402,NZ37584304,PMP,150,,PVC,,,,Z,F,,STE-S007077
"MultiLineString ((437539.65299999999115244 558293.48600000003352761, 437539.01099999999860302 558294.37300000002142042, 437530.86599999997997656 558311.03300000005401671, 437513.55599999998230487 558321.61100000003352761, 437500 558347.48300000000745058, 437486.52700000000186265 558372.70700000005308539))",,,NZ37584304,NZ37585204,PMP,150,,Z,,,,Z,F,,STE-S024597
"MultiLineString ((437532.43800000002374873 558412.23999999999068677, 437500 558381.6650000000372529, 437489.37300000002142042 558372.85800000000745058))",,,NZ37584305,NZ37585404,GRV,150,,VC,1945,150,4.4,Z,F,,STE-S024596
"MultiLineString ((437488.5 558349.5, 437500 558328.51500000001396984, 437504.5 558320.5))",1460,1610,NZ37585301,NZ37584301,GRV,600,,CO,1945,600,1.6,Z,S,,STE-S007924
"MultiLineString ((437524.89299999998183921 558401.97699999995529652, 437493 558373))",,,NZ37584306,NZ37585405,GRV,300,,VC,1945,300,4.2,Z,S,,STE-S024598
"MultiLineString ((437489.37300000002142042 558372.85800000000745058, 437500 558354.21299999998882413, 437514.81800000002840534 558324.68700000003445894))",,,NZ37585302,NZ37584305,GRV,150,,VC,1945,150,3.6,Z,F,,STE-S007076
"MultiLineString ((437504.5 558320.5, 437509.15600000001722947 558312.26100000005681068))",,1780,NZ37585305,NZ37585301,GRV,600,,CO,,,,Z,S,,STE-S1194041
"MultiLineString ((437493 558373, 437500 558359.76500000001396984, 437533.28499999997438863 558298.56299999996554106, 437534 558297.25))",,,NZ37585203,NZ37584306,GRV,300,,VC,1945,300,3,Z,S,,STE-S007079
"MultiLineString ((438283 558332, 438285.5 558277.5))",7900,1490,NZ38582202,NZ38582302,GRV,225,,Z,1945,225,1.5,Z,C,,STE-S006999
"MultiLineString ((437511.5 558533, 437509 558515))",,1980,NZ37585503,NZ37585502,GRV,225,,Z,1955,225,2,Z,C,,STE-S024203
"MultiLineString ((437367 558526, 437446 558517))",,2960,NZ3758P017,NZ3758P016,GRV,525,,Z,,,,Z,C,,STE-S025689
"MultiLineString ((437357 558545.5, 437431 558528))",,,NZ37584502,NZ37583501,GRV,1000,975,Z,1915,1050,3.2,Z,C,,STE-S008174
"MultiLineString ((437394 558379, 437393 558323))",,,NZ37583303,NZ37583302,GRV,,,Z,,,,Z,S,,STE-S007917
"MultiLineString ((437372.125 558303.92500000004656613, 437456.43900000001303852 558309.81900000001769513))",,,NZ37584307,NZ37583305,GRV,150,,VC,1945,150,3.6,Z,F,,STE-S025413
"MultiLineString ((437394.5 558392.25, 437394 558379))",,,NZ37583302,NZ37583304,GRV,,,Z,,,,Z,S,,STE-S025431
"MultiLineString ((437428.5 558305.25, 437393 558302))",,,NZ37583301,NZ37584310,GRV,225,,VC,1945,225,1.4,Z,S,,STE-S007898
"MultiLineString ((437486.5 558459.5, 437398 558456.5))",,,NZ3758HD10,NZ3758HD11,GRV,450,,Z,,,,Z,S,,STE-S007918
"MultiLineString ((437395.5 558407.5, 437447.5 558404.5))",2000,1950,NZ37584403,NZ37583401,GRV,600,,CO,1945,600,2,Z,S,,STE-S007922
"MultiLineString ((437421 558431, 437431 558424.5))",1170,1620,NZ37584401,NZ37584402,GRV,450,,CO,1955,225,2.6,Z,S,,STE-S025435
"MultiLineString ((437421.5 558447.5, 437421 558431))",1860,,NZ37584402,NZ37584404,GRV,450,,Z,1955,450,1.9,Z,S,,STE-S025436
"MultiLineString ((437426.68599999998696148 558545.56200000003445894, 437431 558528))",,,NZ37584502,NZ3758AT04,GRV,,,Z,,,,Z,C,,STE-S1274346
"MultiLineString ((437424 558556.5, 437426.68599999998696148 558545.56200000003445894))",,,NZ3758AT04,NZ3758P018,GRV,,,Z,,,,Z,C,,STE-S025690
"MultiLineString ((437432 558447.5, 437431 558424.5))",,,NZ37584401,NZ37584405,GRV,450,,Z,1955,450,1.6,Z,S,,STE-S007921
"MultiLineString ((437467.2029999999795109 558308.32499999995343387, 437428.5 558305.25))",,,NZ37584310,NZ37584309,GRV,225,,VC,1945,225,1.4,Z,S,,STE-S007920
"MultiLineString ((437431 558424.5, 437447.5 558404.5))",1900,3470,NZ37584403,NZ37584401,GRV,450,,CO,1945,450,3.5,Z,S,,STE-S025437
"MultiLineString ((437431 558528, 437446 558524.5))",,,NZ37584501,NZ37584502,GRV,1000,975,Z,1915,1050,3.9,Z,C,,STE-S008173
"MultiLineString ((437852.05800000001909211 557420.37899999995715916, 437857.05800000001909211 557405.55400000000372529))",,,NZ37578411,NZ37578410,GRV,150,,Z,,,,2010-2019,F,,STE-S1414331
"MultiLineString ((437847.53800000000046566 557319.76100000005681068, 437859.5 557303.5))",,,NZ37578302,NZ37578304,GRV,,,Z,1925,225,1.6,Z,C,,STE-S026966
"MultiLineString ((437876 557448.32099999999627471, 437855.05800000001909211 557444.14599999994970858))",,,NZ37578408,NZ37578414,GRV,150,,Z,,,,2010-2019,F,,STE-S1414327
"MultiLineString ((437877.05800000001909211 557450.37899999995715916, 437855.05800000001909211 557446.37899999995715916))",,,NZ37578403,NZ37578402,GRV,225,,Z,,,,2010-2019,S,,STE-S1414337
"MultiLineString ((437897.11700000002747402 557468.37899999995715916, 437876 557448.32099999999627471))",,,NZ37578414,NZ37578413,GRV,150,,Z,,,,2010-2019,F,,STE-S1414326
"MultiLineString ((437857.05800000001909211 557405.55400000000372529, 437894 557406.43700000003445894))",,,NZ37578412,NZ37578411,GRV,150,,Z,,,,2010-2019,F,,STE-S1414332
"MultiLineString ((437894 557406.43700000003445894, 437908 557416.32099999999627471))",,,NZ37579408,NZ37578412,GRV,150,,Z,,,,2010-2019,F,,STE-S1414333
"MultiLineString ((437894.05800000001909211 557467.37899999995715916, 437877.05800000001909211 557450.37899999995715916))",,,NZ37578402,NZ37578401,GRV,225,,Z,,,,2010-2019,S,,STE-S1414336
"MultiLineString ((437897 557304.5, 437926 557329))",6100,,NZ37579302,NZ37578301,GRV,450,,Z,1925,450,6,Z,C,,STE-S026973
"MultiLineString ((437916.05800000001909211 557457.49600000004284084, 437894.05800000001909211 557467.37899999995715916))",,,NZ37578401,NZ37579407,GRV,225,,Z,,,,2010-2019,S,,STE-S1414335
"MultiLineString ((437950.5719999999855645 557429.2970000000204891, 437936.24099999997997656 557402.48899999994318932))",,,NZ37579406,NZ37579404,GRV,300,,CO,1995,300,2.5,Z,S,,STE-S009626
"MultiLineString ((437908 557416.32099999999627471, 437933.12400000001071021 557401.8349999999627471))",,,NZ37579405,NZ37579408,GRV,150,,Z,,,,2010-2019,F,,STE-S1414334
"MultiLineString ((437724.5 557358, 437699.74099999997997656 557355.26599999994505197, 437698.44199999998090789 557355.13800000003539026, 437697.55499999999301508 557354.88300000003073364, 437697.03100000001722947 557354.17799999995622784, 437696 557352.5))",3140,2060,NZ37576304,NZ37577301,GRV,300,,Z,1925,300,2.1,Z,C,,STE-S026935
"MultiLineString ((437710 557426, 437708.96100000001024455 557424.92099999997299165, 437693.45100000000093132 557408.80799999996088445))",,2550,NZ37576409,NZ37577402,GRV,225,,Z,,,,Z,C,,STE-S026940
"MultiLineString ((437697.11700000002747402 557321.91399999998975545, 437697.25 557315))",4200,4200,NZ37576308,NZ37576307,GRV,375,,VC,1925,375,4.2,Z,C,,STE-S026938
"MultiLineString ((437696 557398.5, 437696.856000000028871 557397.28200000000651926, 437724.5 557358))",,,NZ37577301,NZ37576312,GRV,225,,Z,1925,225,1.6,Z,C,,STE-S009450
"MultiLineString ((437739.13599999999860302 557473.67299999995157123, 437755.35999999998603016 557433.05799999996088445))",,1920,NZ37577410,NZ37577407,GRV,225,,PVC,1995,225,2.2,Z,S,,STE-S026838
"MultiLineString ((437752.68599999998696148 557434.1720000000204891, 437735.74200000002747402 557426.94499999994877726))",,,NZ37577413,NZ37577409,GRV,300,,PVC,1995,300,2.1,Z,F,,STE-S026834
"MultiLineString ((437743 557459, 437832.4280000000144355 557501.16799999994691461))",,,NZ3757WC05,NZ3757WC08,GRV,900,,Z,,,,Z,W,,STE-S006675
"MultiLineString ((437764.26000000000931323 557488.57400000002235174, 437739.13599999999860302 557473.67299999995157123))",1920,,NZ37577407,NZ37577404,GRV,225,,PVC,1995,225,1.8,Z,S,,STE-S026837
"MultiLineString ((437787.61400000000139698 557412.95700000005308539, 437755.35999999998603016 557433.05799999996088445))",,,NZ37577410,NZ37577411,GRV,225,,PVC,1995,225,2.3,Z,S,,STE-S026839
"MultiLineString ((437743.35899999999674037 557455.51199999998789281, 437752.68599999998696148 557434.1720000000204891))",,1650,NZ37577409,NZ37577408,GRV,300,,PVC,1995,300,1.9,Z,F,,STE-S009334
"MultiLineString ((437820 557464.37899999995715916, 437819.50099999998928979 557465.32299999997485429, 437830.625 557493.1530000000493601, 437832 557494.43700000003445894))",,,NZ37578407,NZ37578406,GRV,1500,,CO,,,,2010-2019,S,,STE-S1414341
"MultiLineString ((437807.5470000000204891 557383.19799999997485429, 437787.61400000000139698 557412.95700000005308539))",,,NZ37577411,NZ37578303,GRV,225,,PVC,1995,225,1.8,Z,S,,STE-S009339
"MultiLineString ((437821.11700000002747402 557456.32099999999627471, 437820 557464.37899999995715916))",,,NZ37578406,NZ37578405,GRV,300,,Z,,,,2010-2019,S,,STE-S1414340
"MultiLineString ((437820 557464.37899999995715916, 437821.09200000000419095 557464.54200000001583248, 437832.59600000001955777 557493.26300000003539026, 437832 557494.43700000003445894))",,,NZ37578407,NZ37578406,GRV,1500,,CO,,,,2010-2019,S,,STE-S1414375
"MultiLineString ((437823.05800000001909211 557457.49600000004284084, 437842.05800000001909211 557434.43700000003445894))",,,NZ37578409,NZ37578415,GRV,150,,Z,,,,2010-2019,F,,STE-S1414329
"MultiLineString ((437840.05800000001909211 557434.37899999995715916, 437821.11700000002747402 557456.32099999999627471))",,,NZ37578405,NZ37578404,GRV,300,,Z,,,,2010-2019,S,,STE-S1414339
"MultiLineString ((437855.05800000001909211 557444.14599999994970858, 437842.05800000001909211 557434.43700000003445894))",,,NZ37578409,NZ37578408,GRV,150,,Z,,,,2010-2019,F,,STE-S1414328
"MultiLineString ((437855.05800000001909211 557446.37899999995715916, 437840.05800000001909211 557434.37899999995715916))",,,NZ37578404,NZ37578403,GRV,225,,Z,,,,2010-2019,S,,STE-S1414338
"MultiLineString ((437846.26600000000325963 557328.54099999996833503, 437926 557329))",,,NZ37579302,NZ37578305,GRV,150,,Z,1925,150,3.1,Z,C,,STE-S027135
"MultiLineString ((437842.05800000001909211 557434.43700000003445894, 437852.05800000001909211 557420.37899999995715916))",,,NZ37578410,NZ37578409,GRV,150,,Z,,,,2010-2019,F,,STE-S1414330
"MultiLineString ((437545.5 557476.5, 437562.1190000000060536 557440.68099999998230487))",,,NZ37575412,NZ37575411,GRV,,,Z,1915,225,1.6,Z,C,,STE-S026915
"MultiLineString ((437562.1190000000060536 557440.68099999998230487, 437584.41499999997904524 557442.01500000001396984))",,,NZ37575413,NZ37575412,GRV,,,Z,1925,225,1.8,Z,C,,STE-S026916
"MultiLineString ((437584.41499999997904524 557442.01500000001396984, 437594.54599999997299165 557446.24899999995250255))",7200,,NZ37575401,NZ37575413,GRV,,,Z,1925,225,7.2,Z,C,,STE-S026912
"MultiLineString ((437591.41899999999441206 557441.76500000001396984, 437574.88299999997252598 557485.47800000000279397))",,,NZ3757AT01,NZ37575414,GRV,1300,900,BR,,,,Z,C,,STE-S1251403
"MultiLineString ((437660 557488, 437675 557447.5))",1360,,NZ37576401,NZ37576406,GRV,,,Z,1925,225,1.4,Z,C,,STE-S009440
"MultiLineString ((437594.54599999997299165 557446.24899999995250255, 437575.5 557490))",,8260,NZ37575403,NZ37575401,GRV,,,Z,1875,1500,8.3,Z,C,,STE-S026913
"MultiLineString ((437559.5 557484, 437576.5 557494))",,,NZ37575409,NZ37575407,GRV,,,Z,1935,600,1.8,Z,C,,STE-S009415
"MultiLineString ((437501.5 557477.5, 437559.5 557484))",,,NZ37575407,NZ37575405,GRV,,,Z,1965,600,3.4,Z,C,,STE-S009414
"MultiLineString ((437574.88299999997252598 557485.47800000000279397, 437575.54300000000512227 557485.11499999999068677, 437563.52700000000186265 557513.86100000003352761))",,,NZ37575505,NZ3757AT01,GRV,,,Z,,,,Z,C,,STE-S1251404
"MultiLineString ((437533.5 557485, 437563.5 557488))",,6450,NZ37575408,NZ37575402,GRV,,,Z,1915,450,6.4,Z,C,,STE-S026914
"MultiLineString ((437563.5 557488, 437575.5 557490))",,,NZ37575403,NZ37575408,GRV,,,Z,1935,450,2.3,Z,C,,STE-S009413
"MultiLineString ((437574.88299999997252598 557485.47800000000279397, 437574.28700000001117587 557485.57299999997485429, 437562.30200000002514571 557513.4529999999795109))",,,NZ37575504,NZ3757AT01,GRV,300,,,,,,Z,C,,STE-S1251405
"MultiLineString ((437731.17499999998835847 557493.87300000002142042, 437739.13599999999860302 557473.67299999995157123))",1920,1410,NZ37577407,NZ37577405,GRV,150,,PVC,1995,150,1.7,Z,S,,STE-S009338
"MultiLineString ((437575.5 557490, 437571.893999999971129 557500, 437571 557502))",9230,,NZ37575501,NZ37575403,GRV,1425,1425,Z,1965,1200,9.5,Z,C,,STE-S006672
"MultiLineString ((437755.35999999998603016 557433.05799999996088445, 437734.78700000001117587 557424.62399999995250255, 437733.41100000002188608 557424.06000000005587935))",,,NZ37577412,NZ37577410,GRV,300,,PVC,1995,300,2.5,Z,S,,STE-S009340
"MultiLineString ((437732.95899999997345731 557482.98899999994318932, 437743.35899999999674037 557455.51199999998789281))",1650,1630,NZ37577408,NZ37577406,GRV,300,,PVC,1995,300,1.7,Z,F,,STE-S026833
"MultiLineString ((437621.24200000002747402 557367.40399999998044223, 437631.49200000002747402 557371.71400000003632158))",,,NZ37576317,NZ37576315,GRV,1020,770,BR,,,,Z,C,,STE-S1251401
"MultiLineString ((437612.61999999999534339 557363.78599999996367842, 437621.24200000002747402 557367.40399999998044223))",,,NZ37576315,NZ37576314,GRV,1000,770,BR,,,,Z,C,,STE-S1251400
"MultiLineString ((437614.8159999999916181 557375.71600000001490116, 437622.66899999999441206 557371.76800000004004687))",2315,,NZ37576303,NZ37576318,GRV,600,,HDPE,,,,2010-2019,C,,STE-S1288159
"MultiLineString ((437618.78899999998975545 557369.25199999997857958, 437591.41899999999441206 557441.76500000001396984))",,,NZ37575414,NZ37576316,GRV,1300,900,BR,,,,Z,C,,STE-S1251402
"MultiLineString ((437622.66899999999441206 557371.76800000004004687, 437594.54599999997299165 557446.24899999995250255))",8260,5360,NZ37575401,NZ37576303,GRV,1500,1425,Z,1875,1500,5.4,Z,C,,STE-S009412
"MultiLineString ((437647 557383, 437622.66899999999441206 557371.76800000004004687))",4000,3570,NZ37576303,NZ37576302,GRV,300,,VC,1925,300,3.6,Z,C,,STE-S026934
"MultiLineString ((437519.33399999997345731 557380.17399999999906868, 437542.25900000002002344 557389.14599999994970858))",,,NZ37575310,NZ37575309,GRV,600,,CO,,,,2010-2019,C,,STE-S1288156
"MultiLineString ((437607.41100000002188608 557395.17700000002514571, 437614.8159999999916181 557375.71600000001490116))",,,NZ37576318,NZ37576319,GRV,600,,CO,,,,2010-2019,C,,STE-S1288158
"MultiLineString ((437631.5 557420.5, 437647 557383))",2400,,NZ37576302,NZ37576405,GRV,,,Z,1925,225,2.4,Z,C,,STE-S026933
"MultiLineString ((437680.25 557397.5, 437678.88599999999860302 557396.90500000002793968, 437647 557383))",3560,3300,NZ37576302,NZ37576301,GRV,300,,VC,1925,300,3.2,Z,C,,STE-S009433
"MultiLineString ((437575.3279999999795109 557393.91000000003259629, 437562.1190000000060536 557440.68099999998230487))",,,NZ37575412,NZ37575306,GRV,,,Z,1945,225,1.6,Z,C,,STE-S009416
"MultiLineString ((437542.25900000002002344 557389.14599999994970858, 437607.41100000002188608 557395.17700000002514571))",,,NZ37576319,NZ37575310,GRV,600,,CO,,,,2010-2019,C,,STE-S1288157
"MultiLineString ((437698.66700000001583248 557414.81400000001303852, 437690.94199999998090789 557406.20200000004842877))",,,NZ37576402,NZ37576408,GRV,300,,PVC,1995,300,3.2,Z,C,,STE-S026836
"MultiLineString ((437690.94199999998090789 557406.20200000004842877, 437689.78700000001117587 557405.26199999998789281, 437681.40399999998044223 557398.43900000001303852, 437680.25 557397.5))",3250,3200,NZ37576301,NZ37576402,GRV,300,,VC,1925,300,3.2,Z,C,,STE-S026932
"MultiLineString ((437610 557475.75, 437631.5 557420.5))",,,NZ37576405,NZ37576404,GRV,,,Z,1925,225,1.6,Z,C,,STE-S009442
"MultiLineString ((437675 557447.5, 437690.40600000001722947 557407.58900000003632158, 437690.94199999998090789 557406.20200000004842877))",1800,1380,NZ37576402,NZ37576401,GRV,225,,VC,1995,225,2.3,Z,C,,STE-S009441
"MultiLineString ((437832.4280000000144355 557501.16799999994691461, 437866.75 557562.5))",13730,,NZ37578501,NZ3757WC05,GRV,,,Z,,,,Z,W,,STE-S006670
"MultiLineString ((437725.48599999997531995 557509.49899999995250255, 437729.65799999999580905 557498.08600000001024455))",,,NZ37577419,NZ37577504,GRV,450,,CO,,,,2000-2009,S,,STE-S1235694
"MultiLineString ((438137.51500000001396984 557517.18500000005587935, 438119.10100000002421439 557519.731000000028871))",,,NZ3857P031,NZ3857P030,GRV,,,Z,,,,Z,F,,STE-S1400182
"MultiLineString ((437708.06400000001303852 557510.02099999994970858, 437722.91200000001117587 557508.34400000004097819))",1650,960,NZ37577502,NZ37577503,GRV,300,,PVC,1985,300,1.4,Z,F,,STE-S024198
"MultiLineString ((438118.06300000002374873 557519.82900000002700835, 438111.43599999998696148 557520.85199999995529652))",,,NZ38571513,NZ3857AT04,GRV,,,Z,,,,Z,F,,STE-S1400184
"MultiLineString ((438119.10100000002421439 557519.731000000028871, 438118.06300000002374873 557519.82900000002700835))",,,NZ3857AT04,NZ3857P031,GRV,,,Z,,,,Z,F,,STE-S1400183
"MultiLineString ((438114 557544, 438125.25 557620))",1150,1980,NZ38571601,NZ38571509,GRV,300,,Z,1925,300,1.6,Z,C,,STE-S024721
"MultiLineString ((438111.43599999998696148 557520.85199999995529652, 438114 557544))",,,NZ38571509,NZ38571513,GRV,300,,Z,1995,300,1.8,Z,C,,STE-S1400180
"MultiLineString ((438097.53200000000651926 557602.34499999997206032, 438115.71000000002095476 557589.9409999999916181, 438150.17599999997764826 557583.84799999999813735, 438165.65500000002793968 557550.35999999998603016))",,,NZ38571511,NZ38570601,PMP,160,,PE,,,,Z,C,,STE-S297451
"MultiLineString ((437990.5 557561.5, 438162 557547))",,10800,NZ38571503,NZ37579501,GRV,1350,,Z,,,,Z,C,,STE-S006676
"MultiLineString ((437866.75 557562.5, 437869.20000000001164153 557564, 437879 557570))",,13600,NZ37578502,NZ37578501,GRV,1350,,CO,,,,Z,C,,STE-S024195
"MultiLineString ((437879 557570, 437990.5 557561.5))",10800,,NZ37579501,NZ37578502,GRV,1350,,Z,,,,Z,C,,STE-S006671
"MultiLineString ((437661.5 557651.25, 437832.30200000002514571 557573.82000000006519258, 437835.82400000002235174 557572.60300000000279397, 437856.49499999999534339 557567.96499999996740371, 437863.87099999998463318 557563.62600000004749745, 437866.75 557562.5))",13600,13700,NZ37578501,NZ37576601,GRV,1350,,CO,,,,Z,C,,STE-S024194
"MultiLineString ((437866.75 557562.5, 437880.99900000001071021 557591.23800000001210719))",,,NZ3757WC01,NZ37578501,GRV,,,Z,,,,Z,W,,STE-S025126
"MultiLineString ((437650 557375, 437661 557355))",,,NZ37576310,NZ37576311,GRV,,,Z,1925,225,1.6,Z,C,,STE-S026939
"MultiLineString ((437521.97299999999813735 557336.08600000001024455, 437519.33399999997345731 557380.17399999999906868))",,,NZ37575309,NZ37575308,GRV,600,,CO,,,,2010-2019,C,,STE-S1288155
"MultiLineString ((437382 557643, 437386.5 557617.5))",3400,1970,NZ37573603,NZ37573602,GRV,225,,VC,1905,225,2.7,Z,C,,STE-S025661
"MultiLineString ((437376.9870000000228174 557792.98800000001210719, 437388.14899999997578561 557796.82000000006519258))",,,NZ37573701,NZ37573703,GRV,600,,CO,1935,600,4.2,Z,S,,STE-S008146
"MultiLineString ((437388.14899999997578561 557796.82000000006519258, 437456.5 557800.5))",,,NZ37574801,NZ37573701,GRV,600,,CO,1935,600,4.3,Z,S,,STE-S008150
"MultiLineString ((437386.5 557617.5, 437390.5 557595.25))",4520,3430,NZ37573501,NZ37573603,GRV,225,,VC,1905,225,3.9,Z,C,,STE-S025659
"MultiLineString ((437402 557530, 437406.70899999997345731 557500, 437406.73900000000139698 557499.81499999994412065, 437407.17300000000977889 557497.71600000001490116, 437408.98499999998603016 557485.41200000001117587, 437410.20500000001629815 557476.48800000001210719, 437410.7629999999771826 557472.93099999998230487, 437414.25 557471.5))",5420,4400,NZ37574402,NZ37574503,GRV,525,,CO,1965,450,4.9,Z,C,,STE-S007906
"MultiLineString ((437390.5 557595.25, 437477.5 557604.5))",5050,4570,NZ37574602,NZ37573501,GRV,450,,CO,1935,450,4.7,Z,C,,STE-S008148
"MultiLineString ((437431 557676, 437500 557714.89099999994505197, 437508.5 557720))",,14300,NZ37575703,NZ37574601,GRV,525,,Z,1935,600,10,Z,C,,STE-S006674
"MultiLineString ((437405 557546, 437478.5 557552.75))",3090,1750,NZ37574502,NZ37574501,GRV,300,,VC,1925,300,3.1,Z,C,,STE-S025662
"MultiLineString ((437478 557596, 437477.5 557604.5))",4830,,NZ37574602,NZ37574504,GRV,300,,Z,1925,300,4.8,Z,C,,STE-S025664
"MultiLineString ((437456.5 557800.5, 437497.5 557796))",,,NZ37574701,NZ37574801,GRV,525,,CO,1935,600,4.6,Z,C,,STE-S008149
"MultiLineString ((437480.41600000002654269 557686.54299999994691461, 437493.70899999997345731 557770.02700000000186265, 437495.85499999998137355 557776.13699999998789281, 437497.83699999999953434 557780.09999999997671694, 437501.30400000000372529 557784.55799999996088445, 437509 557792))",,,NZ37575701,NZ37574603,GRV,1520,,Z,1935,1200,9.5,Z,C,,STE-S319812
